Surface,Chambres,SDB,Quartier,Ville,Année_construction,Meublé,Étage,Ascenseur,Garage,Climatisation,Cuisine_équipée,Vue_mer,Proximité_transports,Balcon,Prix
47.10879533911798,4,1,Oasis,Casablanca,2016,0.0,5,1,1,1,0.0,0,1.0,0.0,304588.92017578497
109.72251908184384,2,1,Agdal,Tanger,1997,0.0,3,0,0,1,1.0,0,1.0,1.0,628111.7928008197
88.4475315875105,5,1,Hay Riad,Rabat,2009,0.0,5,1,0,0,0.0,1,0.0,1.0,685574.872301273
79.69233999082124,2,1,Maarif,Rabat,1994,1.0,5,1,1,0,1.0,0,0.0,0.0,491321.84455141437
118.35028866522603,1,1,Maarif,Fès,2017,0.0,1,1,1,0,0.0,0,0.0,1.0,851216.9554243041
130.92998567487854,3,2,Hay Riad,Rabat,2017,0.0,2,0,0,1,1.0,1,1.0,1.0,947806.7555800838
127.93840357348596,3,3,Gueliz,Casablanca,1964,0.0,5,1,0,0,0.0,0,1.0,0.0,854022.3814150173
74.82347430332084,5,2,Maarif,Marrakech,2021,1.0,2,1,1,1,0.0,0,0.0,0.0,626662.3097837314
90.72362872446357,1,3,Agdal,Tanger,1964,1.0,5,0,1,1,0.0,0,1.0,0.0,353965.97018689284
109.93790294210692,4,1,Oasis,Marrakech,1972,1.0,3,0,0,1,1.0,0,,0.0,480406.4139359876
129.26635381367078,2,3,Agdal,Rabat,2009,1.0,2,0,1,0,0.0,1,0.0,1.0,819293.1235588908
85.6247728646413,4,1,Maarif,Casablanca,1963,0.0,1,0,0,1,1.0,1,0.0,1.0,722960.2287030064
94.43023070008549,1,1,Gueliz,Marrakech,1951,1.0,2,0,1,1,0.0,0,0.0,1.0,475783.3824261687
66.80995077981916,5,2,Maarif,Tanger,1992,1.0,1,0,1,1,0.0,1,0.0,0.0,612735.0229781483
64.11380127757988,1,2,Gueliz,Fès,2020,1.0,2,1,1,1,0.0,1,0.0,0.0,514900.8659248597
124.37577467182594,5,2,Hay Riad,Marrakech,1965,0.0,2,0,0,1,0.0,0,0.0,1.0,924867.370595777
140.68720085712468,4,3,Oasis,Fès,1977,1.0,1,1,0,1,0.0,0,1.0,1.0,847560.7279303893
97.83969635258998,4,3,Agdal,Rabat,1981,0.0,4,1,1,0,0.0,0,1.0,1.0,663139.8903947347
130.10598693676073,1,2,Gueliz,Rabat,2020,1.0,5,0,0,1,1.0,0,1.0,0.0,713193.4217034021
110.84908075142903,1,2,Agdal,Tanger,1951,0.0,0,0,0,0,0.0,0,1.0,1.0,563076.93522562
80.64640736184627,3,1,Hay Riad,Fès,2021,1.0,5,0,1,0,0.0,1,0.0,1.0,573706.9830130171
110.84186816525242,5,3,Maarif,Fès,1956,0.0,1,1,1,1,0.0,1,1.0,1.0,707363.991734766
146.1410969939791,3,1,Gueliz,Tanger,1987,0.0,0,1,0,1,0.0,1,0.0,0.0,1018760.8201131178
98.92521882670145,2,3,Oasis,Marrakech,1997,0.0,5,1,1,0,0.0,0,0.0,1.0,619544.8779761831
146.9393096744202,2,2,Gueliz,Tanger,2022,1.0,5,1,1,0,1.0,0,0.0,0.0,843804.7946749515
30.0,1,3,Maarif,Rabat,1951,0.0,2,1,0,0,0.0,1,1.0,1.0,127902.68154309297
124.65707513125672,4,3,Maarif,Fès,1991,1.0,4,0,1,1,0.0,0,0.0,0.0,692185.8882063073
102.61141204714514,2,1,Oasis,Casablanca,1991,1.0,1,0,0,1,1.0,1,1.0,1.0,762303.1608225557
91.02977948602398,2,2,Oasis,Casablanca,1969,0.0,4,1,0,0,1.0,1,1.0,0.0,1004146.3516880726
102.75282329606507,3,2,Hay Riad,Rabat,1955,0.0,1,0,1,0,0.0,1,1.0,0.0,770821.633803267
40.372932561973215,3,2,Agdal,Fès,1960,1.0,5,0,1,1,1.0,0,0.0,1.0,334768.2844135084
93.40984336487465,2,1,Gueliz,Fès,2018,1.0,3,1,0,0,1.0,1,1.0,1.0,546388.441326
110.7133771453524,1,1,Hay Riad,Tanger,2023,0.0,1,0,0,1,1.0,0,1.0,0.0,513461.03083219583
144.33682134224549,3,1,Agdal,Marrakech,1989,1.0,0,1,0,1,1.0,1,0.0,0.0,738576.3912669877
84.45189345179058,2,3,Hay Riad,Tanger,1985,0.0,3,1,1,1,1.0,1,0.0,1.0,650568.2369312433
75.74519191320437,4,3,Oasis,Casablanca,2000,0.0,2,0,0,1,0.0,0,0.0,1.0,583138.4101201405
84.9472886924639,3,1,Oasis,Fès,1996,1.0,5,1,1,0,1.0,0,0.0,0.0,482493.6225154811
127.46206353106223,2,1,Maarif,,1966,1.0,1,1,0,0,0.0,0,1.0,1.0,715783.0022048051
109.86253328979053,5,2,Gueliz,Tanger,1975,1.0,5,0,0,0,1.0,0,0.0,1.0,790955.0131064539
84.10719388698884,3,3,Gueliz,Marrakech,2002,0.0,0,0,1,1,1.0,0,1.0,1.0,431868.3777074731
115.39802299340069,5,3,Gueliz,Casablanca,1997,1.0,2,0,0,1,1.0,0,0.0,0.0,922426.1754893141
102.91232648044121,3,2,Hay Riad,Marrakech,1976,0.0,0,0,1,0,0.0,1,0.0,1.0,839943.7313175213
129.05934971598668,3,2,Hay Riad,Fès,1995,0.0,2,1,1,0,0.0,0,1.0,1.0,787260.0763767348
78.93840718367943,5,2,Gueliz,Marrakech,2016,0.0,5,0,1,0,1.0,0,0.0,1.0,811499.9922478641
90.17013560206695,1,1,Maarif,Marrakech,1968,1.0,1,0,0,1,0.0,0,1.0,0.0,566803.6726266632
88.23675540603527,2,1,Agdal,Tanger,2021,1.0,4,0,1,0,1.0,1,,1.0,751916.1084311157
56.09455155603644,1,1,Hay Riad,Marrakech,2014,1.0,2,1,1,1,1.0,1,0.0,0.0,376882.9343701702
108.88360831193728,1,1,Gueliz,Marrakech,2020,0.0,5,1,1,1,1.0,1,0.0,1.0,760337.6505295316
107.83165816539668,2,1,Oasis,Casablanca,1985,1.0,4,0,1,1,1.0,1,1.0,1.0,712435.2943242721
100.15340369927382,4,3,Hay Riad,Marrakech,2016,0.0,2,1,0,1,0.0,1,0.0,0.0,656581.791268924
92.96238599874559,1,3,Agdal,Tanger,1991,1.0,4,0,1,1,0.0,1,0.0,0.0,685431.3183057276
57.53887773848757,1,3,Hay Riad,Tanger,2016,1.0,1,1,0,0,1.0,1,1.0,0.0,559366.3141776166
87.38064031703922,1,2,Agdal,Fès,2018,0.0,0,1,0,1,0.0,1,1.0,1.0,563867.8093352872
89.71856450419692,4,3,Agdal,Casablanca,1998,0.0,1,1,1,1,1.0,0,0.0,0.0,656293.4622874244
75.93168192335143,3,2,Hay Riad,Rabat,1986,0.0,2,0,0,0,1.0,1,0.0,0.0,694237.3101985017
95.16142865001973,5,3,Agdal,Fès,1995,1.0,3,0,0,1,1.0,1,1.0,1.0,658003.2119664872
112.12152570443615,5,1,Hay Riad,Marrakech,2005,0.0,0,1,1,0,0.0,0,1.0,1.0,669449.4462973041
156.5855770363159,4,3,Hay Riad,Casablanca,2012,1.0,4,1,1,1,0.0,1,0.0,0.0,979743.6354066828
105.23733438495518,1,1,Maarif,Fès,1979,1.0,0,0,0,0,1.0,0,1.0,0.0,568417.5381218682
107.72651172168293,5,1,Oasis,Tanger,2012,1.0,0,0,0,0,0.0,1,0.0,0.0,639460.2763767375
97.76662252701499,4,3,Agdal,Casablanca,1975,1.0,1,1,1,1,1.0,1,1.0,1.0,641432.9402140762
42.43686354102876,2,3,Hay Riad,Casablanca,1972,0.0,2,0,0,1,0.0,1,0.0,1.0,461099.6041389511
99.20458373652349,5,1,Agdal,Marrakech,1969,1.0,5,0,0,1,1.0,1,0.0,0.0,692417.5064006229
101.8069062982308,2,2,Hay Riad,Casablanca,1995,0.0,5,1,0,0,0.0,1,0.0,1.0,482538.5230876482
173.89726337455858,1,2,Hay Riad,Casablanca,1980,1.0,1,1,1,0,1.0,0,0.0,1.0,979674.7573630149
94.22917105656633,5,3,Hay Riad,Rabat,2016,0.0,2,0,1,0,1.0,1,1.0,1.0,820386.2568165865
109.04642027000837,4,1,Oasis,Marrakech,1970,1.0,3,0,1,1,1.0,1,1.0,1.0,826842.6134574432
98.9586469088427,3,2,Agdal,Casablanca,2000,1.0,1,1,1,1,1.0,0,1.0,1.0,847892.3455221923
64.93965887141404,5,3,Oasis,Casablanca,1988,1.0,3,1,1,0,0.0,1,0.0,1.0,556554.1655202152
134.28468443545063,5,3,Oasis,Rabat,2012,0.0,2,0,1,1,1.0,0,1.0,0.0,878616.3419667808
122.55799098060322,5,1,Oasis,Rabat,2018,1.0,0,1,1,0,1.0,0,1.0,0.0,874441.2714612208
123.73095841129141,5,2,Oasis,Tanger,1969,0.0,3,1,0,1,0.0,0,1.0,1.0,823199.2769483328
72.71837635615783,4,3,Maarif,Marrakech,1972,0.0,3,1,1,1,0.0,0,0.0,0.0,540527.4522394042
142.08382932808297,4,2,Agdal,Rabat,1991,0.0,2,0,1,1,0.0,0,1.0,1.0,887345.1612693274
57.944468116231576,3,3,Agdal,Casablanca,2022,0.0,2,1,1,1,0.0,1,1.0,0.0,544304.49067645
117.60571281400811,4,3,Hay Riad,Rabat,1952,0.0,1,0,0,0,0.0,0,0.0,0.0,848189.4902240805
165.71366877429935,4,2,Agdal,Fès,1976,1.0,1,1,0,1,1.0,1,1.0,0.0,1076050.961433093
70.28391024607936,1,2,Oasis,Tanger,2023,1.0,2,1,0,1,0.0,0,1.0,1.0,278496.72603556234
83.01106811191684,1,1,Gueliz,Tanger,1973,0.0,3,0,1,0,1.0,1,0.0,1.0,573586.5119097637
102.98954095262924,2,1,Agdal,Marrakech,1958,1.0,4,0,0,1,0.0,0,0.0,0.0,390813.00367068796
84.89573037651402,3,1,Gueliz,Tanger,1951,1.0,1,0,1,0,1.0,0,1.0,0.0,504114.017227035
53.48009706801602,1,1,Maarif,Marrakech,1955,0.0,2,1,1,1,0.0,0,0.0,1.0,275312.8308151847
102.05688924418082,3,2,Hay Riad,Fès,2020,0.0,4,0,0,0,0.0,0,1.0,0.0,595456.0166165547
68.13088858821686,3,1,Hay Riad,Casablanca,1970,0.0,4,1,0,0,0.0,1,1.0,0.0,581957.3946768143
114.20777291905544,5,2,Hay Riad,Fès,1978,0.0,4,0,1,0,1.0,0,1.0,1.0,710614.4206902678
72.4172729729859,3,3,Maarif,Marrakech,1962,1.0,4,0,1,0,1.0,1,0.0,0.0,730020.9921904998
146.49803215052617,5,2,Oasis,Marrakech,2018,1.0,0,1,0,1,1.0,0,0.0,1.0,852183.3813895104
76.50240122991289,2,1,Gueliz,Marrakech,1991,0.0,1,1,1,1,0.0,1,1.0,0.0,605320.0967296896
90.33815451382974,2,2,Agdal,Casablanca,1950,1.0,4,0,0,0,1.0,0,0.0,0.0,795517.7373635463
124.40551652109009,2,2,Oasis,Marrakech,1969,0.0,4,1,0,0,0.0,1,0.0,1.0,650214.5180918053
63.07407050698134,5,2,Hay Riad,Fès,1992,0.0,2,0,1,0,0.0,0,0.0,1.0,474865.6896495887
106.82379803812388,5,2,Hay Riad,Casablanca,1950,1.0,5,0,1,1,0.0,0,0.0,0.0,732164.3182403721
139.21428262847286,2,2,Oasis,Fès,1989,0.0,2,0,0,0,0.0,1,0.0,0.0,888434.7615915948
51.77550296316318,5,1,Gueliz,Casablanca,1956,1.0,5,0,1,1,1.0,1,0.0,1.0,487284.78514353576
105.53901575596913,4,2,Oasis,Marrakech,1984,1.0,0,0,0,0,0.0,1,0.0,1.0,749660.0213105511
107.7964838274527,4,1,Maarif,Casablanca,2001,1.0,4,0,0,1,0.0,1,0.0,0.0,752533.4903630588
123.45468615331932,5,3,Hay Riad,Rabat,1983,1.0,0,0,1,1,1.0,0,0.0,0.0,780619.3036150222
62.891478673657545,5,2,Gueliz,Fès,1999,1.0,5,1,0,0,0.0,0,0.0,0.0,556895.398866859
60.38630160747171,1,3,Agdal,Rabat,2018,1.0,2,1,1,0,0.0,0,1.0,0.0,498848.12414623884
115.65824696850693,1,1,Hay Riad,Rabat,1978,0.0,5,1,1,0,0.0,1,1.0,1.0,738082.1073315783
108.90954019699558,3,2,Oasis,Marrakech,2020,1.0,1,0,0,1,0.0,1,1.0,0.0,869653.8369205086
107.5147855103763,3,3,Gueliz,Marrakech,1950,1.0,3,0,0,0,1.0,0,0.0,0.0,644116.3958284608
110.39344628490927,3,1,Hay Riad,Rabat,2022,1.0,3,1,0,0,1.0,1,0.0,0.0,851255.8970213351
79.59925835264528,2,3,Agdal,Casablanca,2007,0.0,5,0,0,0,0.0,1,1.0,0.0,705421.9364574377
106.9676109148301,4,2,Agdal,Marrakech,2014,,0,1,1,0,1.0,1,1.0,1.0,712608.7887371655
108.79217419896044,2,2,Oasis,Fès,1966,0.0,2,0,0,0,0.0,0,1.0,0.0,658324.8995898276
78.56945745920896,5,2,Maarif,Rabat,2011,1.0,3,1,1,0,0.0,1,1.0,1.0,491338.0899985406
155.9732353343427,1,1,Oasis,Fès,1991,1.0,4,0,0,1,0.0,0,1.0,1.0,781401.2930770051
114.21498762735362,5,3,Gueliz,Fès,1977,0.0,1,0,1,1,1.0,0,0.0,1.0,765999.8461738658
64.26089508392054,5,1,Oasis,Fès,1952,0.0,2,0,0,0,0.0,0,0.0,1.0,516618.1949263268
119.6966082590149,1,3,Gueliz,Rabat,1954,1.0,0,1,0,1,0.0,0,1.0,0.0,595911.3095086693
70.75954989318035,5,1,Maarif,Tanger,2015,1.0,2,1,0,1,0.0,1,1.0,0.0,478106.3578233275
123.61253811227357,3,2,Oasis,Marrakech,2003,1.0,1,0,0,1,0.0,1,1.0,0.0,740760.4937464689
134.75786737022213,1,3,Agdal,Fès,1987,0.0,5,0,0,0,1.0,0,0.0,1.0,672728.3346583823
75.37953044944868,5,3,Gueliz,Rabat,1993,1.0,2,0,1,0,1.0,0,1.0,0.0,542298.1124023034
128.90128387732966,3,3,Gueliz,Tanger,2006,1.0,5,1,0,0,0.0,0,0.0,1.0,989386.5833968637
112.38342780809495,3,1,Agdal,Rabat,2020,1.0,0,1,0,0,0.0,1,0.0,1.0,653768.9547010625
124.6618047998347,4,2,Oasis,Marrakech,1973,1.0,4,0,0,0,0.0,0,1.0,0.0,919497.6619543125
156.9037894796184,3,3,Maarif,Rabat,2008,1.0,2,0,0,1,1.0,1,1.0,0.0,1038635.5773191559
92.63835651991388,2,1,Hay Riad,Casablanca,1957,0.0,0,1,1,1,0.0,1,0.0,1.0,638503.5955446607
77.38791506927531,1,3,Oasis,Casablanca,1951,0.0,5,1,0,0,0.0,0,0.0,0.0,462250.4533833434
73.3145671112343,1,2,Oasis,Fès,1990,1.0,5,0,0,0,0.0,1,1.0,0.0,360682.63616244734
75.52569145103685,1,3,Gueliz,Rabat,2005,1.0,4,0,0,1,1.0,0,0.0,1.0,675327.1729613321
97.68694871757687,5,2,Gueliz,Rabat,1997,0.0,3,0,0,0,1.0,0,1.0,1.0,610145.3297532616
110.23455924449931,5,1,Maarif,Fès,1971,0.0,2,1,1,0,0.0,0,1.0,0.0,752705.5778348962
108.30072397990057,2,1,Maarif,Fès,1967,1.0,4,0,0,1,0.0,1,1.0,1.0,706826.8274318192
124.81549747108072,3,2,Maarif,Tanger,1990,0.0,5,0,0,0,1.0,0,0.0,1.0,592028.7753765837
100.39005675633722,5,2,Agdal,Rabat,2016,1.0,3,1,1,1,0.0,0,1.0,1.0,580636.0036243736
143.6060223147195,3,1,Hay Riad,Marrakech,1997,1.0,5,0,1,0,1.0,0,0.0,0.0,913184.8530183685
92.06029500286132,3,2,Hay Riad,Marrakech,1972,1.0,2,0,0,1,0.0,1,1.0,0.0,680116.6861335578
181.60507499768858,5,2,Maarif,Marrakech,1951,0.0,2,0,1,0,0.0,0,1.0,0.0,1114752.7416231644
118.77002043295019,5,3,Gueliz,Fès,1953,1.0,1,1,1,0,,1,0.0,1.0,945545.5297091259
74.28527330751152,2,1,Hay Riad,Fès,1975,0.0,2,0,0,0,1.0,0,0.0,1.0,478306.1805716233
67.87322505816664,4,1,Oasis,Fès,1968,0.0,2,1,1,1,1.0,0,1.0,0.0,425571.99142150115
114.47417245729557,1,2,Agdal,Marrakech,1998,0.0,4,0,0,0,0.0,0,0.0,0.0,722552.1859321094
93.29611644022447,5,2,Gueliz,Tanger,2023,0.0,0,0,0,0,0.0,1,0.0,0.0,554149.4976922567
121.42001482276277,5,2,Agdal,Casablanca,2002,0.0,1,0,1,0,0.0,0,1.0,1.0,746424.2161663135
114.19712873720634,3,1,Oasis,Rabat,1955,0.0,2,1,1,0,0.0,1,1.0,1.0,818989.5962126434
97.81513262029382,4,3,Hay Riad,Casablanca,2011,0.0,4,1,0,1,0.0,0,0.0,0.0,761432.8032486234
74.59618845794785,5,1,Agdal,Rabat,1950,0.0,5,1,0,0,0.0,0,1.0,0.0,595277.2751625162
54.554583259424064,4,3,Agdal,Fès,1965,0.0,5,0,1,0,1.0,1,0.0,0.0,718872.4778685695
86.60455143798937,1,2,Agdal,Marrakech,2001,0.0,4,0,1,0,0.0,1,0.0,0.0,574426.4502535429
125.69196382970418,3,1,Oasis,Casablanca,1956,0.0,0,0,1,0,0.0,1,1.0,1.0,779131.6122130638
106.42281232390611,2,3,Gueliz,Fès,1984,0.0,3,1,1,0,1.0,0,,1.0,831724.9423167527
62.62783663864036,1,1,Gueliz,Rabat,2017,1.0,2,0,1,0,0.0,0,1.0,1.0,423954.2592178977
105.19542777553546,4,3,Oasis,Casablanca,1964,0.0,3,1,0,0,0.0,0,0.0,0.0,719738.9740616307
111.5595213918651,4,3,Agdal,Casablanca,2006,1.0,0,1,1,0,0.0,1,0.0,0.0,852245.2017094331
73.48427691396601,1,1,Agdal,Casablanca,1972,0.0,4,1,0,1,0.0,0,0.0,1.0,486586.2410361752
104.61175317836583,4,2,Maarif,Casablanca,1960,1.0,3,1,1,1,1.0,0,1.0,0.0,671712.5090146194
101.74626155338,2,1,Hay Riad,Casablanca,1953,0.0,0,0,1,1,1.0,0,1.0,1.0,508134.99423602724
65.71089106508131,2,2,Hay Riad,Fès,2007,,3,0,1,0,0.0,1,0.0,0.0,461639.5520992892
110.7336208104485,4,3,Gueliz,Rabat,1989,1.0,5,0,0,0,1.0,0,0.0,0.0,1017005.9188871825
116.82353579104704,4,3,Oasis,Rabat,2007,0.0,4,1,1,1,0.0,0,0.0,1.0,993962.0458214207
132.4915372952583,2,1,Agdal,Tanger,2016,1.0,2,1,0,1,0.0,0,1.0,0.0,695074.709853577
131.6140615610471,4,1,Hay Riad,Marrakech,1987,0.0,5,0,0,0,0.0,1,0.0,1.0,803451.6404076618
58.669918961287266,5,2,Oasis,Casablanca,1951,0.0,5,0,0,1,1.0,0,1.0,1.0,539008.5766509027
71.86524880254632,3,2,Oasis,Rabat,1989,0.0,1,0,1,1,0.0,0,0.0,1.0,470956.6045637614
115.4510580162598,5,1,Agdal,Marrakech,2005,1.0,5,1,1,0,1.0,1,1.0,0.0,985374.4384452952
115.41357852736627,4,2,Oasis,Marrakech,2021,1.0,4,0,1,0,0.0,1,1.0,1.0,787828.467010547
115.45143058918144,4,2,Hay Riad,Fès,1984,1.0,3,1,1,0,1.0,0,0.0,1.0,740340.1064087055
215.58194471964163,3,1,Maarif,Casablanca,1998,0.0,2,0,1,1,1.0,0,0.0,0.0,1097647.159869679
117.12671532079501,4,1,Hay Riad,Tanger,2016,1.0,1,1,1,1,0.0,0,1.0,0.0,921363.5086568978
134.06696920541796,3,3,Maarif,Marrakech,1993,0.0,5,0,1,0,0.0,1,1.0,0.0,871604.9851998233
128.62005290479607,2,3,Oasis,Fès,1980,0.0,0,0,0,1,1.0,0,0.0,1.0,836865.368115931
119.54173753917394,3,1,Hay Riad,Casablanca,2014,1.0,2,0,0,0,1.0,1,0.0,0.0,846803.5470852384
90.54192266078964,3,3,Agdal,Rabat,1967,1.0,4,1,1,0,1.0,0,0.0,1.0,645880.3819533647
122.76907661479802,5,2,Oasis,Tanger,1985,0.0,3,0,1,0,1.0,1,1.0,0.0,839064.9411995354
76.81524356387285,4,1,Agdal,Casablanca,2011,0.0,5,1,0,1,1.0,0,0.0,0.0,537699.0284048241
92.89544179779973,2,3,Maarif,Fès,1978,0.0,1,0,0,0,1.0,0,1.0,0.0,692246.3935956733
85.4390935651269,1,1,Gueliz,Fès,1972,1.0,5,1,1,0,1.0,1,0.0,1.0,625798.584371245
102.45622418158968,3,3,Gueliz,Fès,1952,1.0,2,0,1,0,0.0,0,1.0,1.0,427110.2294171564
169.43975700020525,1,1,Maarif,Fès,1979,1.0,1,0,0,1,1.0,1,1.0,1.0,970296.7280519146
43.98204422224756,4,2,Gueliz,Fès,1994,1.0,1,0,1,0,,0,1.0,0.0,454534.7421635313
120.5878057112354,3,3,Oasis,Tanger,1998,1.0,2,0,1,0,1.0,1,0.0,0.0,946732.5257606352
51.61852386431045,1,1,Oasis,Marrakech,1968,1.0,5,0,1,1,0.0,0,1.0,0.0,412775.30090055784
85.842044026317,5,2,Hay Riad,Marrakech,2013,0.0,3,0,0,1,1.0,0,1.0,1.0,724240.3479484022
132.66851790902098,1,3,Oasis,Rabat,1954,1.0,5,0,1,1,0.0,1,1.0,0.0,871705.1687420331
101.92840057286388,5,3,Gueliz,Marrakech,2005,1.0,0,1,1,1,1.0,1,0.0,0.0,971240.0459982895
67.66765666212082,2,1,Agdal,Fès,1983,0.0,2,1,0,0,0.0,0,1.0,0.0,659893.0230897889
78.54088872220095,4,2,Hay Riad,Marrakech,2022,0.0,0,1,1,0,0.0,0,1.0,0.0,512231.8384286358
120.38793246804028,1,1,Agdal,Marrakech,1997,0.0,1,0,0,0,1.0,0,0.0,1.0,764576.2814389961
78.0890010484859,3,3,Gueliz,Fès,1975,1.0,1,1,1,0,0.0,0,1.0,0.0,425176.2362383023
106.49375768745925,4,1,Agdal,Tanger,1954,0.0,3,1,1,1,1.0,1,1.0,0.0,848467.9571880929
